SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22023,1629622,0022300283,"DEC 02, 2023",CLE @ DET,W,38,9,16,0.563,4,10,0.4,0,0,0.0,0,5,5,5,1,0,1,4,22,10,1
22023,1629622,0022301205,"DEC 06, 2023",CLE vs. ORL,W,31,5,10,0.5,4,8,0.5,3,4,0.75,1,4,5,6,1,0,1,5,17,4,1
22023,1629622,0022301220,"DEC 08, 2023",CLE @ MIA,W,34,4,17,0.235,2,11,0.182,1,1,1.0,2,5,7,1,1,0,0,3,11,18,1
22023,1629622,0022300294,"DEC 11, 2023",CLE @ ORL,L,26,1,9,0.111,0,5,0.0,4,6,0.667,1,1,2,3,1,0,3,4,6,0,1
22023,1629622,0022300305,"DEC 12, 2023",CLE @ BOS,L,37,6,15,0.4,5,11,0.455,0,0,0.0,0,9,9,3,0,0,1,4,17,1,1
22023,1629622,0022300319,"DEC 14, 2023",CLE @ BOS,L,31,2,5,0.4,1,4,0.25,0,0,0.0,2,2,4,2,0,0,1,5,5,-4,1
22023,1629622,0022300336,"DEC 16, 2023",CLE vs. ATL,W,34,4,13,0.308,1,8,0.125,2,2,1.0,1,5,6,5,1,1,1,2,11,12,1
22023,1629622,0022300349,"DEC 18, 2023",CLE vs. HOU,W,34,5,13,0.385,3,9,0.333,4,5,0.8,0,3,3,2,0,0,0,3,17,2,1
22023,1629622,0022300364,"DEC 20, 2023",CLE vs. UTA,W,33,6,15,0.4,6,12,0.5,0,0,0.0,1,3,4,4,0,0,5,3,18,-5,1
22023,1629622,0022300375,"DEC 21, 2023",CLE vs. NOP,L,33,4,16,0.25,2,12,0.167,3,5,0.6,0,3,3,5,0,0,3,2,13,-15,1
22023,1629622,0022300396,"DEC 23, 2023",CLE @ CHI,W,41,9,22,0.409,5,17,0.294,3,3,1.0,0,1,1,7,2,1,3,2,26,14,1
22023,1629622,0022300420,"DEC 27, 2023",CLE @ DAL,W,34,3,10,0.3,2,8,0.25,0,0,0.0,1,4,5,6,1,1,2,3,8,4,1
22023,1629622,0022300433,"DEC 29, 2023",CLE vs. MIL,L,36,5,18,0.278,2,11,0.182,0,0,0.0,1,3,4,2,4,2,1,3,12,-5,1
22023,1629622,0022300452,"JAN 01, 2024",CLE @ TOR,L,37,2,7,0.286,2,5,0.4,0,0,0.0,0,6,6,3,1,1,3,4,6,9,1
22023,1629622,0022300465,"JAN 03, 2024",CLE vs. WAS,W,28,9,13,0.692,6,8,0.75,0,0,0.0,2,2,4,3,1,1,1,4,24,32,1
22023,1629622,0022300482,"JAN 05, 2024",CLE vs. WAS,W,30,4,6,0.667,1,3,0.333,0,0,0.0,0,5,5,3,0,0,3,1,9,10,1
22023,1629622,0022300497,"JAN 07, 2024",CLE vs. SAS,W,37,3,11,0.273,2,9,0.222,0,0,0.0,1,4,5,4,2,0,2,2,8,-9,1
22023,1629622,0022300527,"JAN 11, 2024",CLE vs. BKN,W,7,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,8,1
22023,1629622,0022300561,"JAN 15, 2024",CLE vs. CHI,W,35,1,8,0.125,0,6,0.0,0,0,0.0,1,4,5,4,0,1,2,2,2,19,1
22023,1629622,0022300572,"JAN 17, 2024",CLE vs. MIL,W,22,2,4,0.5,0,1,0.0,2,2,1.0,0,6,6,3,0,1,0,1,6,33,1
22023,1629622,0022300120,"NOV 01, 2023",CLE @ NYK,W,35,3,9,0.333,0,5,0.0,3,3,1.0,0,4,4,4,0,2,5,3,9,3,1
22023,1629622,0022300001,"NOV 03, 2023",CLE @ IND,L,28,4,9,0.444,1,6,0.167,1,2,0.5,0,1,1,0,1,1,1,2,10,3,1
22023,1629622,0022300142,"NOV 05, 2023",CLE vs. GSW,W,36,6,13,0.462,3,10,0.3,0,0,0.0,0,4,4,4,1,0,0,3,15,4,1
22023,1629622,0022300167,"NOV 08, 2023",CLE @ OKC,L,32,4,7,0.571,4,6,0.667,0,0,0.0,2,5,7,3,0,1,0,2,12,-5,1
22023,1629622,0022300176,"NOV 11, 2023",CLE @ GSW,W,33,6,9,0.667,2,3,0.667,2,2,1.0,1,7,8,4,1,0,0,2,16,6,1
22023,1629622,0022300191,"NOV 13, 2023",CLE @ SAC,L,34,7,12,0.583,5,9,0.556,0,0,0.0,2,3,5,4,1,0,1,3,19,10,1
22023,1629622,0022300199,"NOV 15, 2023",CLE @ POR,W,37,5,12,0.417,1,7,0.143,3,3,1.0,1,2,3,7,1,0,5,3,14,25,1
22023,1629622,0022300030,"NOV 17, 2023",CLE vs. DET,W,39,7,15,0.467,4,8,0.5,0,0,0.0,1,6,7,3,4,1,2,1,18,9,1
22023,1629622,0022300210,"NOV 19, 2023",CLE vs. DEN,W,32,3,7,0.429,2,6,0.333,3,4,0.75,1,5,6,5,0,1,3,3,11,14,1
22023,1629622,0022300040,"NOV 21, 2023",CLE @ PHI,W,44,7,15,0.467,5,10,0.5,1,2,0.5,2,3,5,6,2,1,2,5,20,-4,1
22023,1629622,0022300229,"NOV 22, 2023",CLE vs. MIA,L,25,2,6,0.333,2,4,0.5,0,0,0.0,0,3,3,3,0,1,2,0,6,-11,1
22023,1629622,0022300242,"NOV 25, 2023",CLE vs. LAL,L,34,5,11,0.455,3,7,0.429,0,0,0.0,0,4,4,2,1,0,3,2,13,-19,1
22023,1629622,0022300251,"NOV 26, 2023",CLE vs. TOR,W,37,8,16,0.5,4,9,0.444,0,0,0.0,1,10,11,5,0,1,2,4,20,-4,1
22023,1629622,0022300055,"NOV 28, 2023",CLE vs. ATL,W,35,4,11,0.364,3,7,0.429,0,0,0.0,2,1,3,7,2,2,0,2,11,30,1
22023,1629622,0022300265,"NOV 30, 2023",CLE vs. POR,L,36,4,11,0.364,1,6,0.167,0,0,0.0,0,3,3,3,2,0,2,6,9,-10,1
22023,1629622,0022300067,"OCT 25, 2023",CLE @ BKN,W,39,9,17,0.529,7,13,0.538,2,2,1.0,0,12,12,2,1,1,0,4,27,13,1
22023,1629622,0022300081,"OCT 27, 2023",CLE vs. OKC,L,38,3,14,0.214,2,11,0.182,0,0,0.0,0,5,5,4,2,1,2,1,8,8,1
22023,1629622,0022300091,"OCT 28, 2023",CLE vs. IND,L,42,7,20,0.35,4,9,0.444,3,3,1.0,1,10,11,6,0,0,1,2,21,-5,1
22023,1629622,0022300112,"OCT 31, 2023",CLE vs. NYK,L,33,2,9,0.222,1,7,0.143,1,2,0.5,0,3,3,3,0,0,0,2,6,-12,1
22023,1629660,0022300067,"OCT 25, 2023",CLE @ BKN,W,6,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-7,1
22023,1629660,0022300081,"OCT 27, 2023",CLE vs. OKC,L,9,1,3,0.333,0,1,0.0,0,0,0.0,1,0,1,3,0,0,1,1,2,-7,1
22023,1627747,0022300305,"DEC 12, 2023",CLE @ BOS,L,23,5,11,0.455,1,4,0.25,0,0,0.0,0,2,2,3,0,1,2,1,11,-5,1
22023,1627747,0022300319,"DEC 14, 2023",CLE @ BOS,L,35,9,16,0.563,3,6,0.5,5,6,0.833,1,2,3,5,3,1,1,2,26,-1,1
22023,1627747,0022300336,"DEC 16, 2023",CLE vs. ATL,W,25,6,15,0.4,1,4,0.25,1,2,0.5,2,3,5,1,1,1,3,1,14,-1,1
22023,1627747,0022300349,"DEC 18, 2023",CLE vs. HOU,W,27,5,13,0.385,1,6,0.167,1,2,0.5,1,6,7,5,2,0,3,0,12,-3,1
22023,1627747,0022300364,"DEC 20, 2023",CLE vs. UTA,W,27,6,15,0.4,4,7,0.571,7,8,0.875,0,3,3,7,1,0,0,3,23,11,1
22023,1627747,0022300375,"DEC 21, 2023",CLE vs. NOP,L,23,3,9,0.333,1,4,0.25,2,2,1.0,0,0,0,4,1,0,1,1,9,-24,1
22023,1627747,0022300420,"DEC 27, 2023",CLE @ DAL,W,28,9,19,0.474,6,11,0.545,5,8,0.625,0,2,2,7,0,0,2,3,29,-16,1
22023,1627747,0022300433,"DEC 29, 2023",CLE vs. MIL,L,28,3,14,0.214,0,6,0.0,0,0,0.0,0,1,1,4,1,0,2,2,6,-3,1
22023,1627747,0022300452,"JAN 01, 2024",CLE @ TOR,L,29,12,20,0.6,2,7,0.286,5,5,1.0,0,4,4,4,0,0,0,0,31,1,1
22023,1627747,0022300465,"JAN 03, 2024",CLE vs. WAS,W,23,9,18,0.5,3,6,0.5,0,0,0.0,2,3,5,5,1,1,0,1,21,22,1
22023,1627747,0022300482,"JAN 05, 2024",CLE vs. WAS,W,27,3,7,0.429,1,2,0.5,4,4,1.0,0,4,4,11,2,0,2,0,11,13,1
22023,1627747,0022300497,"JAN 07, 2024",CLE vs. SAS,W,26,9,13,0.692,4,5,0.8,1,3,0.333,0,2,2,3,2,0,4,2,23,3,1
22023,1627747,0022300527,"JAN 11, 2024",CLE vs. BKN,W,35,5,14,0.357,3,9,0.333,8,12,0.667,0,3,3,1,1,2,1,2,21,0,1
22023,1627747,0022300561,"JAN 15, 2024",CLE vs. CHI,W,30,6,17,0.353,4,10,0.4,0,0,0.0,1,6,7,7,0,0,3,2,16,8,1
22023,1627747,0022300572,"JAN 17, 2024",CLE vs. MIL,W,22,1,7,0.143,0,2,0.0,2,3,0.667,1,2,3,4,0,0,2,1,4,2,1
22023,1627747,0022300120,"NOV 01, 2023",CLE @ NYK,W,31,6,14,0.429,3,4,0.75,4,4,1.0,0,6,6,5,1,0,3,3,19,10,1
22023,1627747,0022300001,"NOV 03, 2023",CLE @ IND,L,30,5,12,0.417,0,4,0.0,3,4,0.75,0,5,5,4,0,1,1,2,13,-1,1
22023,1627747,0022300142,"NOV 05, 2023",CLE vs. GSW,W,32,3,6,0.5,0,3,0.0,2,2,1.0,0,5,5,2,2,0,1,0,8,6,1
22023,1627747,0022300167,"NOV 08, 2023",CLE @ OKC,L,34,7,14,0.5,2,6,0.333,13,16,0.813,0,5,5,5,0,0,3,5,29,-14,1
22023,1627747,0022300176,"NOV 11, 2023",CLE @ GSW,W,36,8,18,0.444,2,7,0.286,4,5,0.8,2,3,5,3,4,1,0,1,22,23,1
22023,1627747,0022300191,"NOV 13, 2023",CLE @ SAC,L,28,7,13,0.538,2,3,0.667,5,6,0.833,1,2,3,1,0,0,2,3,21,-7,1
22023,1627747,0022300199,"NOV 15, 2023",CLE @ POR,W,33,8,17,0.471,1,7,0.143,0,0,0.0,1,7,8,6,2,1,1,2,17,7,1
22023,1627747,0022300030,"NOV 17, 2023",CLE vs. DET,W,33,4,14,0.286,1,6,0.167,1,2,0.5,0,1,1,1,2,0,0,0,10,11,1
22023,1627747,0022300229,"NOV 22, 2023",CLE vs. MIA,L,18,4,8,0.5,2,3,0.667,2,2,1.0,0,2,2,3,0,1,2,0,12,-17,1
22023,1627747,0022300242,"NOV 25, 2023",CLE vs. LAL,L,26,3,9,0.333,0,4,0.0,0,0,0.0,0,1,1,8,1,0,0,2,6,-2,1
22023,1627747,0022300251,"NOV 26, 2023",CLE vs. TOR,W,22,3,10,0.3,1,4,0.25,0,0,0.0,0,3,3,1,0,0,0,1,7,6,1
22023,1627747,0022300055,"NOV 28, 2023",CLE vs. ATL,W,30,4,8,0.5,2,5,0.4,0,0,0.0,0,3,3,1,1,0,4,3,10,14,1
22023,1627747,0022300265,"NOV 30, 2023",CLE vs. POR,L,26,2,9,0.222,1,4,0.25,0,0,0.0,1,1,2,2,0,0,2,3,5,-17,1
22023,1627747,0022300067,"OCT 25, 2023",CLE @ BKN,W,31,4,17,0.235,3,8,0.375,0,0,0.0,0,3,3,5,1,1,0,1,11,-6,1
22023,1627747,0022300081,"OCT 27, 2023",CLE vs. OKC,L,31,7,16,0.438,3,9,0.333,0,0,0.0,0,2,2,2,1,1,1,1,17,-3,1
22023,1627747,0022300091,"OCT 28, 2023",CLE vs. IND,L,44,12,28,0.429,4,10,0.4,3,9,0.333,2,3,5,8,1,0,2,2,31,-2,1
22023,1630596,0022300283,"DEC 02, 2023",CLE @ DET,W,36,2,5,0.4,0,0,0.0,2,3,0.667,1,10,11,1,0,0,2,3,6,1,1
22023,1630596,0022301205,"DEC 06, 2023",CLE vs. ORL,W,37,8,12,0.667,0,0,0.0,0,0,0.0,1,4,5,2,1,1,4,5,16,13,1
22023,1630596,0022300120,"NOV 01, 2023",CLE @ NYK,W,35,6,12,0.5,0,0,0.0,2,3,0.667,2,6,8,5,2,2,2,2,14,8,1
22023,1630596,0022300001,"NOV 03, 2023",CLE @ IND,L,36,7,13,0.538,0,2,0.0,0,0,0.0,2,8,10,5,3,4,2,2,14,11,1
22023,1630596,0022300142,"NOV 05, 2023",CLE vs. GSW,W,29,6,10,0.6,0,1,0.0,1,4,0.25,5,11,16,2,0,1,5,4,13,8,1
22023,1630596,0022300167,"NOV 08, 2023",CLE @ OKC,L,33,9,16,0.563,0,1,0.0,4,4,1.0,2,3,5,1,1,1,1,2,22,3,1
22023,1630596,0022300176,"NOV 11, 2023",CLE @ GSW,W,31,6,10,0.6,0,1,0.0,7,7,1.0,1,4,5,2,1,1,2,4,19,-4,1
22023,1630596,0022300191,"NOV 13, 2023",CLE @ SAC,L,30,8,14,0.571,0,0,0.0,0,0,0.0,7,5,12,2,1,0,3,4,16,-3,1
22023,1630596,0022300199,"NOV 15, 2023",CLE @ POR,W,35,8,11,0.727,0,1,0.0,5,8,0.625,3,9,12,3,1,3,1,1,21,26,1
22023,1630596,0022300030,"NOV 17, 2023",CLE vs. DET,W,35,8,12,0.667,0,0,0.0,2,4,0.5,4,6,10,5,1,0,3,4,18,-6,1
22023,1630596,0022300210,"NOV 19, 2023",CLE vs. DEN,W,32,8,11,0.727,0,0,0.0,0,0,0.0,3,7,10,5,0,2,2,3,16,12,1
22023,1630596,0022300040,"NOV 21, 2023",CLE @ PHI,W,38,6,10,0.6,0,0,0.0,6,6,1.0,0,12,12,3,0,1,4,4,18,-4,1
22023,1630596,0022300229,"NOV 22, 2023",CLE vs. MIA,L,25,5,7,0.714,0,0,0.0,3,3,1.0,2,8,10,2,0,0,2,0,13,-12,1
22023,1630596,0022300242,"NOV 25, 2023",CLE vs. LAL,L,36,8,12,0.667,0,0,0.0,2,3,0.667,1,5,6,6,4,1,2,3,18,-5,1
22023,1630596,0022300251,"NOV 26, 2023",CLE vs. TOR,W,38,5,14,0.357,0,1,0.0,2,2,1.0,3,11,14,1,0,2,3,3,12,-4,1
22023,1630596,0022300055,"NOV 28, 2023",CLE vs. ATL,W,34,8,11,0.727,1,1,1.0,0,0,0.0,5,14,19,1,0,7,1,4,17,25,1
22023,1630596,0022300265,"NOV 30, 2023",CLE vs. POR,L,34,9,14,0.643,0,1,0.0,2,2,1.0,2,6,8,3,2,0,3,1,20,3,1
22023,1630596,0022300067,"OCT 25, 2023",CLE @ BKN,W,34,5,11,0.455,0,0,0.0,0,0,0.0,1,5,6,1,0,2,0,3,10,3,1
22023,1630596,0022300081,"OCT 27, 2023",CLE vs. OKC,L,34,5,12,0.417,0,0,0.0,4,6,0.667,2,13,15,3,0,2,2,4,14,-9,1
22023,1630596,0022300091,"OCT 28, 2023",CLE vs. IND,L,33,12,22,0.545,1,1,1.0,8,10,0.8,5,9,14,3,0,3,2,4,33,-15,1
22023,1630596,0022300112,"OCT 31, 2023",CLE vs. NYK,L,29,3,9,0.333,0,0,0.0,0,0,0.0,4,8,12,5,0,2,2,0,6,-19,1
22023,1630241,0022300283,"DEC 02, 2023",CLE @ DET,W,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,1
22023,1630241,0022301220,"DEC 08, 2023",CLE @ MIA,W,10,3,5,0.6,3,5,0.6,0,0,0.0,1,2,3,1,0,0,0,2,9,-8,1
22023,1630241,0022300294,"DEC 11, 2023",CLE @ ORL,L,17,2,6,0.333,2,4,0.5,0,0,0.0,1,2,3,1,0,0,1,2,6,-4,1
22023,1630241,0022300336,"DEC 16, 2023",CLE vs. ATL,W,8,3,6,0.5,3,6,0.5,0,0,0.0,0,1,1,1,0,0,0,1,9,4,1
22023,1630241,0022300349,"DEC 18, 2023",CLE vs. HOU,W,24,6,11,0.545,5,10,0.5,2,2,1.0,1,3,4,3,1,1,0,1,19,13,1
22023,1630241,0022300364,"DEC 20, 2023",CLE vs. UTA,W,30,9,16,0.563,8,14,0.571,1,2,0.5,0,3,3,2,1,0,2,4,27,17,1
22023,1630241,0022300375,"DEC 21, 2023",CLE vs. NOP,L,12,0,4,0.0,0,3,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,1,1
22023,1630241,0022300433,"DEC 29, 2023",CLE vs. MIL,L,15,1,4,0.25,1,4,0.25,0,0,0.0,0,0,0,1,0,0,0,1,3,-1,1
22023,1630241,0022300452,"JAN 01, 2024",CLE @ TOR,L,17,6,11,0.545,4,8,0.5,0,0,0.0,0,3,3,1,0,0,1,2,16,-2,1
22023,1630241,0022300465,"JAN 03, 2024",CLE vs. WAS,W,29,4,11,0.364,3,9,0.333,0,0,0.0,1,4,5,6,0,0,0,2,11,27,1
22023,1630241,0022300482,"JAN 05, 2024",CLE vs. WAS,W,26,4,12,0.333,3,9,0.333,0,0,0.0,0,2,2,2,1,0,0,2,11,8,1
22023,1630241,0022300497,"JAN 07, 2024",CLE vs. SAS,W,23,5,11,0.455,5,9,0.556,3,3,1.0,0,3,3,3,0,0,0,0,18,23,1
22023,1630241,0022300527,"JAN 11, 2024",CLE vs. BKN,W,32,2,12,0.167,2,11,0.182,0,0,0.0,2,7,9,1,1,0,0,1,6,2,1
22023,1630241,0022300561,"JAN 15, 2024",CLE vs. CHI,W,20,5,7,0.714,4,6,0.667,1,1,1.0,1,2,3,2,2,0,0,4,15,0,1
22023,1630241,0022300572,"JAN 17, 2024",CLE vs. MIL,W,22,4,8,0.5,2,6,0.333,0,0,0.0,3,2,5,5,0,0,0,1,10,3,1
22023,1630241,0022300142,"NOV 05, 2023",CLE vs. GSW,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
22023,1630241,0022300191,"NOV 13, 2023",CLE @ SAC,L,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
22023,1630241,0022300199,"NOV 15, 2023",CLE @ POR,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22023,1630241,0022300030,"NOV 17, 2023",CLE vs. DET,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
22023,1630241,0022300210,"NOV 19, 2023",CLE vs. DEN,W,24,3,10,0.3,3,9,0.333,0,0,0.0,1,1,2,1,0,0,0,2,9,-15,1
22023,1630241,0022300040,"NOV 21, 2023",CLE @ PHI,W,6,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22023,1630241,0022300229,"NOV 22, 2023",CLE vs. MIA,L,17,3,6,0.5,3,5,0.6,0,0,0.0,0,1,1,1,0,0,1,3,9,-10,1
22023,1630241,0022300091,"OCT 28, 2023",CLE vs. IND,L,6,0,2,0.0,0,1,0.0,0,0,0.0,1,1,2,1,1,0,0,0,0,2,1
22023,1630241,0022300112,"OCT 31, 2023",CLE vs. NYK,L,14,2,4,0.5,2,4,0.5,0,0,0.0,0,1,1,2,1,0,1,0,6,-2,1
22023,1641854,0022300283,"DEC 02, 2023",CLE @ DET,W,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
22023,1641854,0022301220,"DEC 08, 2023",CLE @ MIA,W,23,3,7,0.429,0,0,0.0,2,4,0.5,0,3,3,4,2,1,0,0,8,7,1
22023,1641854,0022300336,"DEC 16, 2023",CLE vs. ATL,W,15,3,8,0.375,0,1,0.0,0,0,0.0,1,1,2,3,0,0,1,1,6,6,1
22023,1641854,0022300349,"DEC 18, 2023",CLE vs. HOU,W,9,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,3,1,0,0,0,3,4,1
22023,1641854,0022300364,"DEC 20, 2023",CLE vs. UTA,W,25,2,7,0.286,0,2,0.0,2,2,1.0,3,4,7,6,0,3,0,0,6,-2,1
22023,1641854,0022300375,"DEC 21, 2023",CLE vs. NOP,L,29,3,9,0.333,1,1,1.0,0,0,0.0,0,3,3,11,1,0,2,1,7,3,1
22023,1641854,0022300396,"DEC 23, 2023",CLE @ CHI,W,39,8,14,0.571,1,3,0.333,2,5,0.4,1,6,7,8,1,1,3,1,19,14,1
22023,1641854,0022300420,"DEC 27, 2023",CLE @ DAL,W,30,4,11,0.364,0,1,0.0,1,2,0.5,4,8,12,7,3,1,2,4,9,9,1
22023,1641854,0022300433,"DEC 29, 2023",CLE vs. MIL,L,15,6,10,0.6,1,3,0.333,1,1,1.0,0,1,1,1,1,0,0,1,14,0,1
22023,1641854,0022300452,"JAN 01, 2024",CLE @ TOR,L,6,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-11,1
22023,1641854,0022300465,"JAN 03, 2024",CLE vs. WAS,W,15,4,5,0.8,0,0,0.0,0,1,0.0,1,2,3,3,0,0,1,0,8,7,1
22023,1641854,0022300482,"JAN 05, 2024",CLE vs. WAS,W,12,3,6,0.5,0,0,0.0,1,1,1.0,1,3,4,4,1,0,5,2,7,4,1
22023,1641854,0022300497,"JAN 07, 2024",CLE vs. SAS,W,4,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,1,0,0,0,8,1
22023,1641854,0022300572,"JAN 17, 2024",CLE vs. MIL,W,20,4,7,0.571,0,0,0.0,1,2,0.5,0,2,2,2,0,0,1,0,9,6,1
22023,1641854,0022300120,"NOV 01, 2023",CLE @ NYK,W,11,1,1,1.0,0,0,0.0,2,2,1.0,0,1,1,0,1,0,0,3,4,3,1
22023,1641854,0022300176,"NOV 11, 2023",CLE @ GSW,W,2,0,0,0.0,0,0,0.0,1,6,0.167,0,0,0,0,0,0,0,0,1,-8,1
22023,1641854,0022300191,"NOV 13, 2023",CLE @ SAC,L,3,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,3,0,0,0,1,0,1,1
22023,1641854,0022300199,"NOV 15, 2023",CLE @ POR,W,9,2,3,0.667,0,0,0.0,0,0,0.0,0,2,2,0,0,0,2,1,4,-8,1
22023,1641854,0022300030,"NOV 17, 2023",CLE vs. DET,W,16,5,9,0.556,0,0,0.0,2,2,1.0,0,3,3,5,1,0,0,0,12,14,1
22023,1641854,0022300210,"NOV 19, 2023",CLE vs. DEN,W,25,7,10,0.7,0,0,0.0,7,7,1.0,2,2,4,4,2,1,1,3,21,-2,1
22023,1641854,0022300040,"NOV 21, 2023",CLE @ PHI,W,27,5,9,0.556,0,0,0.0,2,2,1.0,0,3,3,9,0,1,1,0,12,21,1
22023,1641854,0022300229,"NOV 22, 2023",CLE vs. MIA,L,35,6,12,0.5,2,5,0.4,2,3,0.667,0,2,2,5,1,2,4,1,16,-24,1
22023,1641854,0022300242,"NOV 25, 2023",CLE vs. LAL,L,17,5,7,0.714,1,1,1.0,0,0,0.0,0,1,1,1,0,0,1,2,11,-10,1
22023,1641854,0022300055,"NOV 28, 2023",CLE vs. ATL,W,3,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,2,-8,1
22023,1641854,0022300091,"OCT 28, 2023",CLE vs. IND,L,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-10,1
22023,1641854,0022300112,"OCT 31, 2023",CLE vs. NYK,L,22,5,12,0.417,0,1,0.0,0,0,0.0,1,3,4,2,2,1,3,3,10,-9,1
22023,1629636,0022300283,"DEC 02, 2023",CLE @ DET,W,34,9,23,0.391,2,7,0.286,2,3,0.667,0,2,2,5,3,1,2,1,22,13,1
22023,1629636,0022301205,"DEC 06, 2023",CLE vs. ORL,W,40,10,18,0.556,1,4,0.25,5,5,1.0,2,1,3,9,0,0,0,1,26,8,1
22023,1629636,0022301220,"DEC 08, 2023",CLE @ MIA,W,26,6,11,0.545,1,4,0.25,5,7,0.714,0,2,2,6,4,0,2,4,18,20,1
22023,1629636,0022300294,"DEC 11, 2023",CLE @ ORL,L,39,11,23,0.478,3,9,0.333,11,12,0.917,1,5,6,5,2,0,3,0,36,6,1
22023,1629636,0022300305,"DEC 12, 2023",CLE @ BOS,L,38,11,23,0.478,4,8,0.5,0,0,0.0,0,2,2,7,1,0,2,1,26,-3,1
22023,1629636,0022300319,"DEC 14, 2023",CLE @ BOS,L,36,8,19,0.421,3,7,0.429,0,0,0.0,1,1,2,3,2,0,5,2,19,-11,1
22023,1629636,0022300001,"NOV 03, 2023",CLE @ IND,L,32,5,11,0.455,0,2,0.0,4,4,1.0,0,0,0,6,2,1,4,1,14,-10,1
22023,1629636,0022300142,"NOV 05, 2023",CLE vs. GSW,W,30,6,17,0.353,0,5,0.0,12,13,0.923,0,3,3,7,0,0,6,3,24,15,1
22023,1629636,0022300167,"NOV 08, 2023",CLE @ OKC,L,36,7,11,0.636,1,3,0.333,0,1,0.0,1,2,3,9,2,1,8,4,15,-1,1
22023,1629636,0022300176,"NOV 11, 2023",CLE @ GSW,W,36,6,13,0.462,3,5,0.6,4,6,0.667,2,4,6,4,5,0,4,2,19,5,1
22023,1629636,0022300191,"NOV 13, 2023",CLE @ SAC,L,34,5,14,0.357,3,8,0.375,3,4,0.75,0,3,3,6,0,0,1,1,16,-14,1
22023,1629636,0022300030,"NOV 17, 2023",CLE vs. DET,W,34,10,19,0.526,2,5,0.4,6,8,0.75,1,2,3,3,0,0,5,1,28,-6,1
22023,1629636,0022300210,"NOV 19, 2023",CLE vs. DEN,W,33,10,16,0.625,2,4,0.5,4,5,0.8,0,3,3,6,1,1,4,0,26,18,1
22023,1629636,0022300040,"NOV 21, 2023",CLE @ PHI,W,43,10,25,0.4,2,6,0.333,10,11,0.909,1,4,5,8,3,0,4,1,32,4,1
22023,1629636,0022300229,"NOV 22, 2023",CLE vs. MIA,L,27,6,11,0.545,1,2,0.5,1,2,0.5,0,1,1,3,1,0,3,3,14,-24,1
22023,1629636,0022300242,"NOV 25, 2023",CLE vs. LAL,L,14,2,6,0.333,0,1,0.0,2,2,1.0,0,1,1,3,1,0,2,1,6,-3,1
22023,1629636,0022300251,"NOV 26, 2023",CLE vs. TOR,W,41,10,16,0.625,3,6,0.5,1,1,1.0,0,2,2,8,0,0,5,2,24,12,1
22023,1629636,0022300055,"NOV 28, 2023",CLE vs. ATL,W,38,7,15,0.467,2,5,0.4,3,4,0.75,1,1,2,8,2,0,2,1,19,22,1
22023,1629636,0022300265,"NOV 30, 2023",CLE vs. POR,L,37,6,18,0.333,2,8,0.25,1,1,1.0,1,3,4,7,1,0,8,0,15,2,1
22023,1629636,0022300067,"OCT 25, 2023",CLE @ BKN,W,32,6,12,0.5,1,5,0.2,2,2,1.0,1,1,2,5,2,0,6,2,15,6,1
22023,202684,0022300283,"DEC 02, 2023",CLE @ DET,W,3,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,1
22023,202684,0022301205,"DEC 06, 2023",CLE vs. ORL,W,6,0,0,0.0,0,0,0.0,1,2,0.5,0,3,3,0,0,1,0,1,1,-3,1
22023,202684,0022301220,"DEC 08, 2023",CLE @ MIA,W,16,2,3,0.667,0,0,0.0,1,2,0.5,2,1,3,0,0,0,1,0,5,21,1
22023,202684,0022300294,"DEC 11, 2023",CLE @ ORL,L,29,5,7,0.714,0,0,0.0,0,0,0.0,4,9,13,2,0,2,1,1,10,8,1
